tensor(4.2221),tensor(4.2306)
tensor(1.7563),tensor(1.9119)
tensor(1.3909),tensor(1.6015)
tensor(4.2221),tensor(4.2306)
tensor(4.2221),tensor(4.2306)
tensor(4.2221),tensor(4.2306)
tensor(4.2221),tensor(4.2306)
tensor(1.7563),tensor(1.9119)
tensor(1.7563),tensor(1.9119)
tensor(1.7563),tensor(1.9119)
tensor(1.7563),tensor(1.9119)
tensor(1.3909),tensor(1.6015)
tensor(1.3909),tensor(1.6015)
tensor(1.3909),tensor(1.6015)
tensor(1.3909),tensor(1.6015)
tensor(1.2644),tensor(1.5261)
tensor(1.2644),tensor(1.5261)
tensor(1.2644),tensor(1.5261)
tensor(1.2644),tensor(1.5261)
tensor(1.1868),tensor(1.5063)
tensor(1.1868),tensor(1.5063)
tensor(1.1868),tensor(1.5063)
tensor(1.1868),tensor(1.5063)
tensor(1.1169),tensor(1.4900)
tensor(1.1169),tensor(1.4900)
tensor(1.1169),tensor(1.4900)
tensor(1.1169),tensor(1.4900)
tensor(4.2221),tensor(4.2306)
tensor(4.2221),tensor(4.2306)
tensor(4.2221),tensor(4.2306)
tensor(4.2221),tensor(4.2306)
tensor(1.7563),tensor(1.9119)
tensor(1.7563),tensor(1.9119)
tensor(1.7563),tensor(1.9119)
tensor(1.7563),tensor(1.9119)
tensor(1.3909),tensor(1.6015)
tensor(1.3909),tensor(1.6015)
tensor(1.3909),tensor(1.6015)
tensor(1.3909),tensor(1.6015)
tensor(1.2644),tensor(1.5261)
tensor(1.2644),tensor(1.5261)
tensor(1.2644),tensor(1.5261)
tensor(1.2644),tensor(1.5261)
tensor(1.1868),tensor(1.5063)
tensor(1.1868),tensor(1.5063)
tensor(1.1868),tensor(1.5063)
tensor(1.1868),tensor(1.5063)
tensor(1.1169),tensor(1.4900)
tensor(1.1169),tensor(1.4900)
tensor(1.1169),tensor(1.4900)
tensor(1.1169),tensor(1.4900)
tensor(1.0679),tensor(1.4869)
tensor(1.0679),tensor(1.4869)
tensor(1.0679),tensor(1.4869)
tensor(1.0679),tensor(1.4869)
tensor(1.0199),tensor(1.5101)
tensor(1.0199),tensor(1.5101)
tensor(1.0199),tensor(1.5101)
tensor(1.0199),tensor(1.5101)
tensor(0.9552),tensor(1.5060)
tensor(0.9552),tensor(1.5060)
tensor(0.9552),tensor(1.5060)
tensor(0.9552),tensor(1.5060)
tensor(0.9153),tensor(1.5428)
tensor(0.9153),tensor(1.5428)
tensor(0.9153),tensor(1.5428)
tensor(0.9153),tensor(1.5428)
tensor(0.8557),tensor(1.5600)
tensor(0.8557),tensor(1.5600)
tensor(0.8557),tensor(1.5600)
tensor(0.8557),tensor(1.5600)
